user_id	im_id	timestamp
21	348	2015-08-09T10:20:18
21	767	2015-08-09T10:29:49
21	481	2015-08-11T09:54:53
21	776	2015-08-11T09:57:40
21	380	2015-08-11T09:59:13
21	166	2015-08-11T10:00:48
21	796	2015-08-11T10:02:49
21	204	2015-08-11T10:04:49
21	366	2015-08-11T10:29:34
21	286	2015-08-11T10:30:05
21	625	2015-08-11T11:10:52
21	908	2015-08-11T11:23:34
21	417	2015-08-13T08:51:26
21	849	2015-08-16T00:06:33
21	571	2015-08-16T00:06:55
21	202	2015-08-16T00:08:14
22	472	2014-10-17T00:00:09
22	580	2014-10-17T00:00:23
22	584	2014-11-15T03:23:31
22	8	2014-11-15T03:24:47
22	103	2014-11-15T03:30:02
22	326	2014-11-19T01:24:14
22	170	2014-11-21T01:44:54
22	285	2014-11-27T14:14:03
22	495	2014-11-27T14:21:40
22	597	2014-11-27T14:23:43
22	756	2014-11-27T14:30:20
22	456	2014-11-28T16:40:37
22	175	2014-12-25T19:12:44
22	913	2015-01-03T00:59:37
22	554	2015-01-03T01:01:38
22	941	2015-01-11T02:48:34
22	365	2015-01-11T03:56:16
22	698	2015-01-11T04:00:27
22	697	2015-01-11T04:02:03
22	478	2015-01-11T04:02:10
22	135	2015-01-11T04:03:07
22	253	2015-01-11T04:03:11
22	178	2015-01-11T04:03:21
22	355	2015-01-11T04:03:41
22	405	2015-01-11T04:03:44
22	774	2015-01-11T04:04:05
22	839	2015-01-11T04:04:12
22	724	2015-01-11T04:04:17
22	433	2015-01-11T04:05:23
22	358	2015-01-11T04:06:18
22	678	2015-01-11T04:06:20
22	163	2015-01-11T04:07:02
22	648	2015-01-11T04:07:19
22	937	2015-01-11T04:08:52
22	591	2015-01-11T04:10:37
22	362	2015-01-11T04:12:49
22	324	2015-01-11T04:14:33
22	203	2015-01-11T04:17:59
22	794	2015-01-11T04:18:14
22	836	2015-02-08T00:00:06
22	40	2015-02-08T00:00:12
23	243	2013-03-17T07:18:52
23	102	2013-03-18T01:35:52
23	89	2013-03-18T01:36:34
23	636	2013-04-17T23:03:54
23	487	2013-04-17T23:06:05
23	154	2013-04-17T23:12:46
23	855	2013-04-17T23:26:49
23	653	2013-07-12T05:24:45
23	407	2013-07-24T23:29:28
23	694	2013-07-29T18:19:14
23	529	2013-08-05T20:04:51
23	906	2014-01-21T07:17:46
23	337	2014-01-21T07:18:38
23	732	2014-11-15T08:17:09
23	272	2014-11-30T09:19:04
23	351	2015-09-14T22:45:31
24	280	2014-07-05T22:28:48
24	779	2014-07-05T22:31:57
24	86	2014-07-05T22:40:12
24	260	2014-07-15T14:54:13
24	452	2014-07-20T21:37:44
24	247	2014-08-02T00:45:05
24	771	2014-08-02T00:47:41
24	548	2014-08-02T00:47:56
24	524	2014-08-02T00:48:58
24	567	2014-08-02T00:49:13
24	386	2014-08-02T00:51:42
24	572	2014-08-02T00:52:56
24	806	2014-08-02T00:53:20
24	302	2014-08-02T00:55:30
24	521	2014-08-02T00:55:33
24	349	2014-08-02T00:56:38
24	268	2014-08-02T00:56:54
24	516	2014-08-02T01:02:00
24	532	2014-08-02T01:02:08
24	328	2014-08-28T00:01:20
24	513	2014-09-06T03:12:11
24	559	2014-09-08T02:09:40
24	633	2014-09-12T22:56:27
24	503	2014-09-13T22:30:19
24	715	2014-09-13T22:33:53
24	120	2014-09-13T22:35:21
24	475	2014-09-13T22:35:28
24	544	2014-09-13T22:36:17
24	368	2014-09-13T22:42:59
24	430	2014-09-13T22:43:16
24	595	2014-09-13T22:43:41
24	706	2014-09-13T22:54:17
24	864	2014-09-13T22:54:38
24	189	2014-09-13T22:57:49
24	608	2014-09-13T22:59:13
24	916	2014-09-13T22:59:52
24	133	2014-09-13T23:00:37
24	168	2014-09-13T23:17:08
24	800	2014-09-13T23:18:13
24	415	2014-09-13T23:20:55
24	196	2014-09-13T23:23:58
24	414	2014-09-13T23:25:09
24	494	2014-09-14T22:43:57
24	228	2014-09-14T22:48:54
24	747	2014-09-14T22:52:34
24	258	2014-09-17T20:21:07
24	632	2014-09-28T13:37:06
24	919	2014-09-28T13:50:57
24	273	2014-09-28T13:56:08
24	357	2014-09-28T14:03:07
24	390	2014-10-08T06:30:55
24	674	2014-10-30T13:19:22
24	431	2014-10-30T19:30:38
24	423	2014-10-30T19:30:44
24	741	2014-10-30T19:31:21
24	252	2014-10-30T19:31:26
24	865	2014-10-30T19:31:45
24	505	2014-10-30T19:32:17
24	945	2014-10-30T19:32:25
24	321	2014-10-30T19:33:48
24	96	2014-10-30T19:33:53
24	108	2014-10-30T19:35:23
24	840	2014-10-30T19:35:46
24	211	2014-10-30T19:36:43
24	83	2014-10-30T19:41:19
24	761	2014-10-30T19:55:33
24	71	2014-10-30T20:09:52
24	307	2014-10-30T20:10:38
24	32	2014-10-30T20:10:44
24	902	2014-10-30T20:11:13
24	851	2014-10-30T20:11:42
24	7	2014-10-30T20:12:52
24	134	2014-10-30T20:21:42
24	502	2014-10-30T20:24:51
24	258	2014-10-30T20:25:04
24	679	2014-10-30T20:26:41
24	82	2014-10-31T03:34:41
24	121	2014-10-31T03:35:49
24	98	2014-10-31T03:35:57
24	234	2014-10-31T03:36:10
24	129	2014-10-31T18:38:47
24	923	2014-11-01T18:36:37
24	333	2014-11-01T18:42:16
24	528	2014-11-05T20:34:45
24	596	2014-11-05T20:35:41
24	212	2014-11-06T13:08:28
24	15	2014-11-06T13:11:10
24	582	2014-11-06T13:11:39
24	526	2014-11-06T13:32:07
24	218	2014-11-06T13:32:33
24	616	2014-11-06T13:37:49
24	477	2014-11-10T22:48:28
24	614	2014-11-10T22:49:20
24	64	2014-11-12T03:22:30
24	200	2014-11-12T03:28:34
24	665	2014-11-12T03:46:23
24	621	2014-11-13T01:44:48
24	434	2014-11-14T07:20:11
24	687	2014-11-19T17:01:37
24	709	2014-11-20T01:46:09
24	509	2014-11-24T22:11:09
24	910	2014-11-24T22:16:02
24	79	2014-11-26T23:04:25
24	598	2014-11-26T23:11:40
24	37	2014-11-26T23:12:08
24	459	2014-11-26T23:17:10
24	541	2014-11-28T03:30:12
24	936	2014-11-28T20:26:24
24	577	2014-12-02T00:08:23
24	460	2014-12-02T00:20:33
24	602	2014-12-05T18:13:48
24	374	2015-04-24T03:49:06
24	235	2015-05-14T02:05:28
24	831	2015-08-27T05:00:09
